sample_id,lat,long,as,cd,cr,cr+6,pb,hg,ni,cu,zn,fe,mn,co,al,se,sb,ba,v
Hipavadli,21.37888889,71.61472222,0.018150055,0.004866818,0.08654416,0.086641469,0.017784816,0.001659703,0.035519666,2.334187992,5.472257939,0.528841407,0.166753782,0.081668515,0.351401258,0.016763494,0.00834822,1.173635575,0.092866625
Kundheli,21.37944444,71.98055556,0.011774021,0.003304473,0.066876489,0.058926241,0.013657632,0.001203679,0.019866637,1.814158639,3.232580577,0.31323666,0.127371872,0.048849465,0.257559103,0.011651703,0.005798289,0.866152112,0.055777723
Bhatkol,21.38027778,73.00416667,0.005506861,0.001508169,0.019962592,0.018267569,0.005676202,0.000425895,0.011366962,0.809905762,1.253721508,0.145571289,0.072040686,0.022061578,0.083673487,0.004008136,0.0033093,0.31797495,0.020786988
Piyava,21.38333333,71.46666667,0.00681752,0.002172357,0.028663446,0.027336441,0.005523368,0.00060572,0.014380256,0.988788418,1.909323739,0.191232289,0.070767941,0.035137596,0.140914271,0.006040697,0.003189395,0.368436468,0.031731662
Salena,21.38611111,71.53333333,0.009645228,0.002106657,0.043359577,0.043931124,0.008950989,0.000785325,0.016744585,1.410730535,2.323058948,0.237194949,0.089688496,0.041751883,0.180808675,0.008431546,0.004659215,0.429516288,0.042191945
Vanda,21.38972222,71.5075,0.014926899,0.003807994,0.063993832,0.064719087,0.011921898,0.001441266,0.026637209,2.151753617,3.999357471,0.396990517,0.14685056,0.061853367,0.242030981,0.013846491,0.007286684,0.924359584,0.068031188
Charkhadia1,21.39166667,71.29583333,0.00144983,0.000330142,0,0.009618278,0.001814748,0,0.00255537,0.255745136,0.487734555,0.049572759,0.009068092,0.005500334,0.066294389,0.001276315,0.001577551,0.055857719,0.011011711
Kerala,21.39722222,71.21666667,0.00674948,0.002257289,0.027224449,0.033526896,0.007073584,0.000706105,0.012108248,0.998904505,1.846813944,0.170597861,0.068252272,0.033750839,0.099226024,0.006213894,0.002047907,0.356546157,0.033616773
Anita,21.39944444,72.85583333,0.004431577,0.002001076,0.034788084,0.033853503,0.007033096,0.000648383,0.018193781,0.981851384,1.478354929,0.207200389,0.067157044,0.041117705,0.127581396,0.007373814,0.003366696,0.58972734,0.030092468
Dungri,21.40833333,73.13333333,0.00756412,0.00215229,0.037539391,0.031923994,0.008980109,0.000870878,0.013794412,1.030129202,1.762867675,0.183564756,0.083836327,0.033877101,0.173074192,0.006823754,0.003359673,0.467460338,0.042511354
Anandpur,21.41027778,70.51805556,0.036098572,0.010665108,0.178106685,0.172802077,0.03806259,0.003578435,0.073850173,5.579386703,10.85931585,1.089756307,0.36323334,0.186220522,0.711703551,0.034211662,0.018575807,2.527070738,0.183599374
Chalala,21.41666667,71.16666667,0.032944275,0.009031864,0.155810999,0.157356398,0.031715891,0.003205645,0.062753342,4.667460885,8.906531704,0.930249663,0.319413978,0.154890428,0.658527544,0.03184825,0.01514816,2.083245497,0.155965732
Kherwa,21.41888889,73.95972222,0.004533126,0.001047735,0.015242543,0.016242439,0.001292742,0.000412044,0.005687843,0.399349632,0.841564046,0.067919569,0.039967851,0.019082107,0.077309333,0.004421738,0.002000554,0.261697822,0.019298813
Khokharda,21.42083333,70.31666667,0.045350354,0.013268654,0.240966096,0.227978457,0.04401953,0.004588634,0.089844514,6.620324477,13.73977928,1.385798101,0.449326469,0.222198532,0.905003859,0.046484484,0.022461998,3.205554372,0.232149022
Sajnasar,21.425,71.9125,0.014232185,0.005211093,0.076874412,0.082659593,0.015267488,0.001782498,0.031629259,2.571825919,4.434855719,0.482319022,0.145786201,0.083414725,0.321426022,0.016542209,0.008067895,1.092087921,0.083520847
Trapaj,21.425,72.09583333,0.006984377,0.002204237,0.036475417,0.027997528,0.004894804,0.000634436,0.014773605,1.063483767,2.291211057,0.258645026,0.077772341,0.039505629,0.130526,0.005670258,0.003362622,0.520074559,0.03466992
Wadoli,21.425,72.82916667,0,0.000204752,0.004240585,0.005712417,0,1.37E-05,0.0031377,0,0.270337731,0,0.01374503,0.006880618,0.016344599,0.002076614,0,0.015907824,0
Bhuva,21.43277778,71.36388889,0.009091309,0.003202938,0.043574061,0.048159435,0.009331142,0.000851429,0.020694558,1.434919856,3.034268701,0.256836968,0.096626342,0.043201726,0.216916674,0.009332539,0.004246006,0.57750749,0.043497526
Fifad,21.43611111,71.54027778,0.015080542,0.004765688,0.07821066,0.073408441,0.017012006,0.001593923,0.029423756,2.421312882,4.936853743,0.516397715,0.173590674,0.068340201,0.346522918,0.016195896,0.007988237,1.131653571,0.082971761
Simiran,21.4375,71.29166667,0,0,0,0,0,9.35E-05,0.003509712,0.063891096,0,0,0.000523131,0.003738618,0,0,0.000211698,0.102258495,0.006269634
Ratia,21.43805556,69.80611111,0.036097759,0.011416124,0.190854498,0.192004502,0.039017076,0.003709732,0.077964617,5.630870168,11.39296169,1.159278648,0.393903572,0.192865085,0.740335544,0.037523155,0.019549172,2.666031566,0.191722228
Bilkha,21.43888889,70.6,0.005297972,0.001778767,0.023281356,0.032710905,0.00540396,0.000428757,0.009635887,0.72386293,1.547529529,0.090414872,0.04098989,0.011670907,0.095891697,0.004657339,0.003188668,0.316296432,0.017994029
Satanes,21.44166667,71.8375,0.041787713,0.013174442,0.206940249,0.20960302,0.041496228,0.004132352,0.082454379,6.281201237,12.45735863,1.291039587,0.409607747,0.207872155,0.820718902,0.042497559,0.020776107,2.72950306,0.198098572
Velachha,21.44416667,73.04861111,0.004862127,0.001529474,0.021780439,0.020069403,0.004970485,0.00039285,0.009416803,1.083926882,1.45611557,0.163720131,0.061838683,0.025291482,0.073870393,0.003754649,0.002607431,0.28543079,0.029640887
Navibandar,21.44583333,69.79166667,0.018391523,0.005779615,0.086032118,0.082453664,0.019349417,0.001908302,0.042616864,2.71525525,5.372791196,0.600715737,0.202988011,0.096452743,0.369587262,0.019129162,0.009247715,1.431687437,0.094959268
Ilav,21.45,72.8,0.001455179,0.000496295,0.01187794,0.014274523,0.002859609,0.000156425,0.001850561,0.225351715,0.839096089,0.074899671,0.005694882,0.009363362,0.019755654,0.001209122,0.000809267,0.13123199,0.017873915
Jhankhavav,21.45,73.32916667,0.016631651,0.004904288,0.083360096,0.076105095,0.015331622,0.00167128,0.032940997,2.346583045,4.304884569,0.512564142,0.15325716,0.079642661,0.307178191,0.017260854,0.00762838,1.247114688,0.086402902
Kadegi,21.45055556,69.98333333,0.021661546,0.006526293,0.110114776,0.108189373,0.023137468,0.002124368,0.044800733,3.386486093,6.522046714,0.65247295,0.217092026,0.120905882,0.430610526,0.021487317,0.010526934,1.5844959,0.114582561
Paneshwar,21.45416667,73.19833333,0.008986684,0.002726872,0.049393731,0.047408297,0.009259721,0.001033468,0.021561859,1.457583669,2.690314597,0.255604728,0.093976422,0.051003176,0.195793374,0.009053238,0.004714472,0.695353556,0.050685073
Juna umarpada,21.45833333,73.49166667,0.005417937,0.002151077,0.032167386,0.033382853,0.005543076,0.00060556,0.010710638,1.069624966,2.322938039,0.211724744,0.074560523,0.04297293,0.123460798,0.008107291,0.003738609,0.407297889,0.027164832
Vanthali ii,21.47083333,70.32777778,0.001042568,0,0.001868712,0.002649805,0.002606224,3.49E-05,0.001989989,0.110771507,0.819640655,0.023661962,0.031527047,0.001403232,0.040140449,0,0.000482022,0.153369962,0
Sahol,21.47277778,72.80972222,0.014895145,0.003792402,0.063364275,0.062856961,0.012821391,0.001227522,0.027699419,2.024169534,3.883889928,0.357041402,0.128488378,0.061680138,0.244447943,0.013694589,0.006775239,0.796837511,0.069502199
Chavada,21.47472222,73.595,0.001690626,0.000743055,0.018026689,0.014262631,0.003103886,0.000460749,0.005499259,0.420733752,1.096781126,0.06382361,0.03438427,0.019255934,0.033838336,0.002177562,0.001172397,0.368220016,0.021553862
Vadal,21.47694444,71.80611111,0.036267208,0.010670237,0.180571234,0.179127997,0.035761443,0.003648795,0.070601594,5.460519278,10.37448124,1.067592068,0.369522346,0.186366271,0.709539664,0.035241755,0.018255907,2.467859105,0.180540278
Nizar1,21.47722222,74.19055556,0.013680208,0.003578112,0.069055551,0.071296417,0.012799117,0.001109583,0.027548193,2.119184497,4.049940348,0.41007334,0.139832653,0.066465808,0.274010452,0.014868719,0.007110388,0.928237602,0.072565006
Bagasara,21.47916667,70.9625,0.048025102,0.014049276,0.240604176,0.251639138,0.046416804,0.004824505,0.090925585,6.934398589,13.91246176,1.387821278,0.485516285,0.234422695,0.962168251,0.049219289,0.024675746,3.29147096,0.23925588
Bantva,21.4875,70.08333333,0.008575993,0.002254703,0.041945379,0.03965466,0.007603276,0.000950658,0.017261985,1.151182201,2.354909254,0.243570886,0.085114462,0.044386378,0.170297099,0.007847961,0.004279738,0.482727953,0.035906077
Aarda Boratha,21.4875,74.115,0,0.000488316,0.016060746,0.002232767,0.002173453,0.000324527,0.001706319,0.326700205,0.731395147,0.0927832,0.016343048,0.000808058,0.011517544,0.002044057,0.001576208,0.039582264,0.008709878
Umran,21.48805556,73.88305556,0.010383281,0.002718079,0.055631407,0.04006549,0.009210262,0.00086657,0.019421085,1.438267236,2.215483977,0.321731137,0.088877825,0.040955694,0.194574426,0.009234642,0.003578439,0.668129007,0.046641417
Jetpur1,21.49166667,72.70833333,0.043454704,0.013408294,0.218385866,0.225613714,0.043734702,0.004440742,0.085998559,6.504713519,12.65221135,1.332224529,0.435134556,0.223267487,0.886116952,0.04344904,0.022170759,3.090075441,0.217843406
Jankh,21.49222222,73.59694444,0.04875494,0.01503622,0.253540014,0.246493942,0.050415941,0.004936961,0.097471341,7.481371229,14.98655493,1.52675231,0.488119761,0.254624948,0.985520708,0.049081556,0.023966659,3.552173194,0.244421654
Gokharwala,21.5,71.25833333,0.011891776,0.003454338,0.049020138,0.064615113,0.01315361,0.001128264,0.022939012,1.675036235,3.242907515,0.348820224,0.110451155,0.061478766,0.20258396,0.012651895,0.006040886,0.805980658,0.055937824
Tansa,21.50833333,72.125,0.003611395,0.001135819,0.019277766,0.011300958,0.003418023,0.000383021,0.007136935,0.44159178,0.909676492,0.070998245,0.034968492,0.014983803,0.068660288,0.002343995,0.002149468,0.202805997,0.021467365
Junagadh,21.50944444,70.46222222,0.029691962,0.009140603,0.142431989,0.152020899,0.028651413,0.002817156,0.06016225,4.603164787,8.960767487,0.902226486,0.295846701,0.145184778,0.587992128,0.028398801,0.014892627,2.11861668,0.139324823
Khaidipada,21.51388889,73.51944444,0.00430395,0.000705689,0.015765809,0.023794362,0.004046259,0.000425807,0.007100527,0.449319128,0.778672265,0.132208672,0.048194043,0.022401805,0.052737986,0.002052133,0.001563281,0.241095614,0.016602818
Tukda,21.51611111,69.72861111,0.008342271,0.0021913,0.0415343,0.04029069,0.006035139,0.000694193,0.014729752,1.041795293,2.877237127,0.215329025,0.07629022,0.042050644,0.163029395,0.008625554,0.004615799,0.537100084,0.044590639
Junagadh1,21.51666667,70.45833333,0.03290391,0.009739089,0.179435098,0.168496967,0.032859539,0.003290233,0.067944763,5.006326916,10.3082156,1.005292364,0.334887369,0.171306646,0.63856546,0.032783665,0.017240216,2.32730956,0.173488696
Vankiya,21.52083333,71.13611111,0,0.000379734,0,0.001321363,0,6.13E-05,0,0.212239429,0.586639516,0.072334755,0,0,0,0.000229251,0.000247547,0,0
Raymal,21.52083333,72.82083333,0.001374733,7.28E-05,0,0,0,0.000102303,0,0.111355669,0.332987988,0,0.00313805,0,0.017437356,0,0,0.167488551,0
Chikada,21.52083333,73.64583333,0.000307025,0.000610248,0.016531343,0.001296584,0.004431341,0.000264262,0.002827305,0.134089394,0,0.046523262,0.020356689,0.005268695,0.050008746,0.00378819,0.001253283,0.222295937,0.009299468
Kanbi pitha,21.52083333,73.64583333,0.006510326,0.002106625,0.035928578,0.027338198,0.006932791,0.000786045,0.013546318,0.868533159,2.069381369,0.228262059,0.079185165,0.035325942,0.135651104,0.005572199,0.003541661,0.437532622,0.029914626
Palitana2,21.52222222,71.83888889,0.045111157,0.013173466,0.221536293,0.224510391,0.043300698,0.004293514,0.092513049,6.447604507,13.12837897,1.349557491,0.424864789,0.215716213,0.869029722,0.042128768,0.022828813,3.071922177,0.229738536
Punjapadar,21.525,71.35833333,0.003831229,0.001531748,0.01640765,0.022374745,0.003008295,0.00023958,0.004352695,0.580354591,1.354687771,0.089034393,0.05319769,0.021305237,0.051212547,0.004633214,0.00164104,0.314147428,0.017834134
Gangtha,21.525,74,0.004545568,0.001779201,0.023368009,0.024227241,0.00535883,0.000438793,0.007758434,0.754163398,1.599228625,0.135580702,0.045596323,0.024677612,0.102243371,0.004431214,0.002288507,0.327029914,0.028430836
Kavachiya,21.52916667,73.35416667,0.00829767,0.002186834,0.043602806,0.037973827,0.007526798,0.000631476,0.018071992,1.1003027,2.433485833,0.258796578,0.071124816,0.037728967,0.188841578,0.007774917,0.003662178,0.601674708,0.043957163
Mokhdi,21.53333333,73.2875,0.006749167,0.002015861,0.022309198,0.029286952,0.007058782,0.000674145,0.013108411,0.939918011,2.015100287,0.210391423,0.065495647,0.031309398,0.12807809,0.004972134,0.004109674,0.294266785,0.028692593
Panoli,21.5375,72.975,0.038086181,0.011677162,0.173669511,0.189407365,0.037817019,0.003855131,0.074010992,5.640520237,11.54551175,1.107354581,0.36645548,0.183509361,0.716846698,0.039171486,0.018554968,2.652834156,0.192002573
Paniwara,21.53944444,74.06944444,0.002605982,0.000567728,0.007392918,0.018159227,0.003452339,0.000201933,0.008064137,0.638841263,1.043213278,0.089880815,0.021886974,0.016517227,0.055715039,0.003683566,0.001416819,0.092738916,0.005215134
Govadka,21.54166667,71.15833333,0.018079424,0.005824424,0.094329283,0.098884851,0.019417716,0.001891194,0.031316551,2.927716176,5.146615182,0.513044509,0.181123004,0.096000255,0.375671541,0.018128255,0.009716051,1.320953114,0.096741326
Gariyadhar,21.54305556,71.56527778,0.005278753,0.002603202,0.030712641,0.040665645,0.006244639,0.000636023,0.010039645,1.264322627,2.355468223,0.222414475,0.064640664,0.031421946,0.13858613,0.006886954,0.003145543,0.47600658,0.030732098
Amayar,21.54722222,73.76666667,0,0.00015457,0.003663047,0.006615147,0.000662013,1.74E-06,0.000975403,0.106315912,0.102090494,0,0.01962804,0.00703468,0.020321005,0.000599215,0,0.066273592,0.007130884
Panchpipla,21.55,71.72083333,0.001378005,0.00045329,0.000214065,0,0.00109918,0.00013018,0.003656415,0.183934071,0.439162683,0.018040349,0,0,0,0,0,0.041087996,0.005303969
Chuli,21.55472222,73.47555556,0.005734128,0.001559079,0.020951384,0.029247952,0.006598318,0.000565199,0.015196955,0.851723897,2.029126679,0.148862484,0.055570902,0.022022625,0.155677231,0.005735208,0.003145212,0.230461291,0.02982067
Motwan,21.55555556,72.8875,0.013396998,0.00392486,0.072043746,0.076662519,0.015978263,0.001462399,0.0328003,2.402180324,4.814262336,0.443311315,0.137259548,0.067133459,0.315249332,0.016521948,0.007581234,1.065196552,0.077811571
Sanaria,21.55777778,71.46805556,0.00589401,0.000868833,0.02134871,0.01854846,0.004451639,0.000465861,0.01025075,0.963074272,1.539858987,0.21019464,0.052454422,0.022343973,0.109862681,0.004587395,0.002350737,0.305681828,0.023487137
Oddar,21.56666667,69.68055556,0.012175867,0.003610097,0.059844737,0.057139529,0.010626515,0.001083215,0.025534093,1.691518601,3.336851208,0.340394677,0.11669149,0.057995556,0.207100037,0.012118428,0.005574726,0.99952595,0.059398933
Vavdi,21.56805556,72.19805556,0.018716347,0.004990173,0.081487789,0.07985081,0.016303715,0.001702408,0.033295735,2.664416334,4.524404278,0.491812487,0.168860752,0.080341896,0.353499281,0.016870797,0.008087397,1.118812082,0.089620803
Kondh,21.58055556,73.06805556,0.00542524,0.001170385,0.024133519,0.015265894,0.005993493,0.000598633,0.013063576,0.675388914,0.951072902,0.149577781,0.040057323,0.013193505,0.081125042,0.005345211,0.002183719,0.166560973,0.030301529
Vaghania juna,21.58333333,70.96666667,0.00430968,0.000606916,0.019766162,0.009377667,0.002479292,0.000350435,0.008401006,0.395639248,1.086527169,0.071299306,0.030175545,0.006797562,0.070286246,0.001127796,0.001089705,0.348232239,0.02155288
Saradiya,21.58861111,70.0375,0.00752527,0.001419985,0.035090858,0.039638649,0.007378615,0.000783105,0.013719454,0.884169723,2.004372025,0.192336734,0.069047799,0.032833594,0.090577056,0.006438188,0.003715895,0.322281176,0.036869908
Utraj,21.59166667,72.825,0.002955745,0.001729701,0.011861166,0.017217228,0.003597422,0.000469469,0.007438939,0.615693098,1.101825699,0.093085367,0.048676643,0.019180308,0.059201533,0.003555232,0.002412632,0.240614107,0.013433755
Jokhla,21.59583333,73.16916667,0.018682607,0.005544288,0.083996532,0.088392924,0.018300108,0.001785075,0.03569082,2.704710321,5.457319122,0.536919376,0.171718275,0.080447284,0.365947512,0.019377012,0.008948901,1.26840879,0.089730754
Ratanpur,21.60111111,69.65777778,0.00294721,0.00058971,0.009450879,0.021109736,0.003629406,0.00026428,0.007171738,0.363602854,1.352534025,0.133437559,0.010632603,0.009328541,0.079123552,0.003697333,0.001689272,0.320025512,0.01882361
Chokli,21.60194444,70.54166667,0.001211019,8.74E-05,0.00286817,0.000797396,0.000303198,4.49E-05,0.003050213,0.208053907,0.553665062,0.045725306,4.09E-05,0.001960181,0.034603345,0.004031381,0.000922749,0.068581126,0.018714793
Patla,21.60416667,70.56916667,0.007450885,0.002741766,0.03809262,0.041784919,0.008999224,0.000758955,0.015717617,1.318447747,2.110945645,0.263877211,0.065110584,0.035617089,0.152330563,0.008218284,0.003872593,0.467030684,0.039537767
Amreli,21.60833333,71.225,0.009848689,0.003299103,0.056389869,0.053070005,0.010077118,0.000719515,0.018421606,1.57113922,2.823203526,0.258377324,0.077638335,0.047093558,0.182519953,0.009085128,0.003570744,0.712175665,0.043563934
Selemba,21.60833333,73.75833333,0.002226767,0.000231599,0.013940524,0.012998163,0.001444368,0.000305716,0.000534107,0.781628243,1.03169668,0.079378778,0.038620821,0.016230197,0.039797753,0.00203837,0.001467189,0.106558122,0.010718443
Vadal,21.60888889,70.50222222,0.004147867,0.001594458,0.033560881,0.032313793,0.006322062,0.000558997,0.010709159,0.8859563,1.983929368,0.15412948,0.031542578,0.025747067,0.096006597,0.007270979,0.003010827,0.411828191,0.030371218
Almadi,21.60888889,73.51083333,0.009531028,0.002856038,0.049402228,0.038790891,0.010556795,0.000852668,0.02175443,1.511788181,3.030595369,0.232318055,0.105198756,0.04537104,0.216788663,0.009251734,0.004127766,0.633602433,0.039261601
Ralda,21.61,73.6525,0.007535144,0.002874028,0.049201325,0.044231264,0.010591244,0.001015845,0.020037751,1.433403997,2.567877521,0.260444539,0.087807996,0.051784261,0.167413975,0.009757949,0.004817851,0.601627286,0.039373208
Arethi,21.6125,73.43527778,0.002157628,0.001225134,0.00845787,0.017283366,0.003471976,0.00022094,0.004614909,0.402842913,0.461012213,0.109801797,0.045189468,0.012133982,0.088075503,0.004342376,0.00200136,0.226926248,0.010878217
Sajod,21.61666667,72.92361111,0.007000726,0.002677057,0.034930579,0.039608243,0.007009205,0.000901745,0.012406656,1.245164065,1.869030239,0.241255104,0.080895845,0.040346788,0.163624621,0.009060516,0.00414173,0.541874951,0.042570438
Luvariya,21.625,71.39583333,0.005997566,0.002160078,0.031672916,0.038614995,0.005848906,0.000696914,0.015898547,1.280608859,1.887998733,0.226562714,0.073247215,0.031052066,0.135673868,0.006982493,0.004605361,0.394159927,0.032027364
Kutiyana1,21.63055556,70.01666667,0.006308634,0.001127737,0.018322546,0.021481693,0.006018243,0.000435547,0.010162903,0.70408389,1.382831022,0.188580568,0.045342807,0.035496707,0.132662384,0.004940462,0.003103126,0.324664204,0.028821016
Ishwaria,21.63333333,71.26666667,0.017618417,0.005560418,0.089388766,0.092717285,0.017376479,0.001842604,0.039209705,2.60503312,5.53944436,0.527371931,0.176060439,0.088151039,0.34858389,0.017981966,0.009207231,1.309913171,0.090671123
Modoliya,21.63333333,73.29583333,0.010710268,0.003145245,0.054881124,0.051474521,0.010251393,0.001092089,0.02121189,1.287682652,2.89163699,0.306381667,0.102375443,0.046121577,0.205565846,0.008998859,0.005428647,0.680587538,0.049159354
Netrang1,21.63333333,73.36666667,0.004545164,0.000734898,0.012436328,0.018536257,0.003141802,0.000495774,0.007766497,0.340497149,1.335522362,0.1322426,0.029129741,0.011680855,0.087740393,0.003836984,0.001272748,0.163187561,0.025913491
Dediapada,21.63333333,73.58333333,0.002105274,7.64E-05,0.003196788,0,0,0,0,0,0.435773464,0,0.000788452,0,0,0.001098194,0.000484996,0.00847295,0
Piparla,21.63638889,71.91888889,0.013347261,0.004241265,0.075771867,0.071002643,0.014497511,0.001508003,0.02951939,2.222534212,4.740022853,0.405843747,0.144521522,0.074677165,0.300706546,0.014767,0.007359445,0.971803884,0.082025563
Khijadiya,21.6375,71.7,0.001156264,0,0.006758012,0.008081914,0.00019671,1.00E-06,0,0.136404956,0.840045954,0.013973986,0.016956715,0.00532834,0.056050793,0.000296371,0.000108561,0.135814827,0
Porbandar1,21.64166667,69.625,0.006481721,0.002016917,0.037093234,0.035481646,0.006427051,0.00067121,0.011179148,1.132456704,1.805351581,0.198028281,0.062939433,0.033046007,0.11499425,0.005780238,0.003281311,0.575630609,0.037978257
Patanvav,21.64444444,70.26111111,0.003571093,0.001538833,0.018918501,0.026782168,0.004030444,0.000727251,0.010617914,0.578160791,1.756012588,0.141903926,0.056645908,0.024139103,0.115410942,0.003020523,0.002564611,0.37620117,0.025534766
Porbandar,21.645,69.6425,0.035085485,0.009996647,0.174936786,0.172960151,0.033128646,0.003388751,0.067861724,5.16099265,9.667353411,1.01140385,0.330244549,0.174975048,0.683641735,0.033472988,0.016968275,2.464744013,0.167272133
Ankadia mota,21.64583333,71.10833333,0.031254277,0.009847088,0.154470445,0.159997092,0.028671898,0.003177777,0.06375548,4.707238027,9.555782648,0.936230381,0.321312474,0.162507527,0.671862589,0.029941374,0.015750478,2.247160758,0.165427201
Kandorna,21.64777778,69.88333333,0.020249397,0.006541703,0.104068334,0.111753886,0.020847586,0.002155354,0.040929009,3.089114785,6.540202822,0.648450985,0.220547924,0.110118228,0.41677147,0.020999205,0.010264771,1.504001986,0.105512107
Bhod,21.65888889,69.82111111,0.01205951,0.00404995,0.065558405,0.067760684,0.014097279,0.001167609,0.025420812,1.90210777,3.875179791,0.398493041,0.12802215,0.068363804,0.254403615,0.01343305,0.006531212,0.844875296,0.067400304
Bhada jodiya,21.6625,70.34166667,0.00058677,0.000728089,0,0.004471979,0,0,0.001215519,0.094837817,0,0.022669092,0.014707297,0.001373823,0.046889465,0.001616622,0,0.015374547,0
Kunkavav,21.6625,70.98333333,0.037570164,0.011018122,0.182537872,0.183973025,0.03771808,0.003710798,0.074389593,5.66215915,10.5777728,1.125815989,0.37479443,0.192820918,0.792435895,0.038093535,0.01917774,2.591152143,0.189179263
Nani singlot,21.66944444,73.66666667,0.00796702,0.001941397,0.033267494,0.040323645,0.004520115,0.000742458,0.015216668,1.097366873,2.240937467,0.20570988,0.059628667,0.037228393,0.121506207,0.007577047,0.002882841,0.618074722,0.035565197
Ganod,21.675,70.17916667,0.010546511,0.002903057,0.04388525,0.040042019,0.009303979,0.000848277,0.016319365,1.315221698,2.466952287,0.301617636,0.078490104,0.048502009,0.186526409,0.008387405,0.005085665,0.644438118,0.047971211
Luhara,21.675,72.55833333,0.020105925,0.006308168,0.103305553,0.104285011,0.019840821,0.001899953,0.038205679,2.91441203,5.630624514,0.557608349,0.196476898,0.103378792,0.414934758,0.018961051,0.00982071,1.475546823,0.093817664
Juna borbhata,21.675,72.975,0.007488449,0.002199885,0.030801531,0.03673123,0.008194899,0.000810572,0.015574065,1.21444423,1.394928729,0.257140102,0.076546473,0.041145459,0.147911265,0.0073372,0.003071596,0.543742289,0.031167803
Bhumbhali,21.67944444,72.24416667,0.036171215,0.011516878,0.193019981,0.191859026,0.037049653,0.003782411,0.07489043,5.656038114,10.77261981,1.126632463,0.381857797,0.183959938,0.706488336,0.038243791,0.01864616,2.468419159,0.190312709
Ghogha,21.68138889,72.27694444,0.009872592,0.003176559,0.050536643,0.049931981,0.009981786,0.001147211,0.020866333,1.613089109,2.97428256,0.332912446,0.115907497,0.059204259,0.190385799,0.009792504,0.004950372,0.537730583,0.045863764
Kuchhadi,21.68333333,69.55,0.031978479,0.00965696,0.16749846,0.16204923,0.032086536,0.003493043,0.062520072,4.788080578,10.21959178,1.049176225,0.350056599,0.165852273,0.682608346,0.034121184,0.017213561,2.358992839,0.170895393
Ranavav2,21.68333333,69.74583333,0.005999433,0.001726215,0.018645993,0.020743852,0.005946362,0.00044255,0.012099236,1.141383115,1.752758052,0.130872015,0.057058942,0.029641442,0.10097594,0.005439285,0.002500052,0.333449921,0.033964944
Ghogha1,21.68333333,72.27916667,0.0160018,0.004537937,0.081811701,0.074049791,0.015223475,0.001658254,0.02924362,2.524393129,4.288923672,0.440311589,0.163862962,0.081042744,0.312462593,0.015458546,0.008295215,1.070504622,0.080465691
Mahegam1,21.68333333,72.75833333,0.048222709,0.014741603,0.235310999,0.255370591,0.049718415,0.004755372,0.096038869,7.485945596,14.28605258,1.517604577,0.469691914,0.249488647,0.963036329,0.049280616,0.023888365,3.387468519,0.245543139
Kaswa,21.68333333,72.81666667,0.034681703,0.010810887,0.181396264,0.17840217,0.035412426,0.003649927,0.073138484,5.550548351,11.01611149,1.107245751,0.36226295,0.174690291,0.755461573,0.036422823,0.017482402,2.557821892,0.190521616
Mulad,21.68333333,73.01944444,0.010448487,0.00243028,0.052929515,0.050029586,0.009536129,0.000874283,0.016129864,1.455616889,3.152181395,0.289559151,0.099334618,0.044735222,0.172029178,0.009727148,0.004602239,0.567755053,0.038097132
Sandhida,21.6875,71.75833333,0.007460403,0.001618254,0.036761032,0.029501781,0.005553502,0.000601791,0.011774975,1.233205596,1.752580463,0.167085158,0.056283973,0.03511919,0.140610469,0.004559302,0.002237481,0.508197264,0.038453871
Mungaj,21.68833333,73.38388889,0.002906198,0.000105832,0.013278432,0,0.001177705,0.000175359,0.003608635,0.297760384,0.891601899,0.0420426,0.009139054,0.012398925,0.012105577,0.000590316,0.001662499,0.114525484,0.005565035
Bhudel,21.69166667,72.15833333,0.000890942,0.000155737,0.007609191,0.008444286,0.001080942,0.000120356,0,0.253805159,0.354911028,0.073729451,0.035964269,0.009786873,0.040154963,0.000460453,0.000796899,0.165760286,0.009879216
Kolikhada,21.69972222,69.61416667,0.010886249,0.002791566,0.042177799,0.047978102,0.01073634,0.000966466,0.016954754,1.461115823,2.923585813,0.325937794,0.097318852,0.04904095,0.201868714,0.010242586,0.005312185,0.769673805,0.052337089
Bharuch,21.7,73.00416667,0.015300216,0.003608417,0.065930951,0.063068884,0.013605321,0.001273006,0.026489557,1.93157629,3.356595463,0.386328437,0.141365872,0.061724277,0.240888575,0.01405678,0.006257873,0.877509535,0.058819052
Navetha,21.70777778,72.83055556,0.009537398,0.002895198,0.054219614,0.052225902,0.010025559,0.0009417,0.019394098,1.564570175,2.546690791,0.24647788,0.093379942,0.039359965,0.193352564,0.009584799,0.004804899,0.837917527,0.051418122
Adityana,21.70861111,69.71083333,0.025420545,0.007534132,0.120912313,0.120430122,0.02520189,0.002558076,0.046711396,3.97748237,7.192608977,0.69901399,0.254127804,0.131581433,0.555336175,0.025703952,0.011818872,1.796283175,0.124041304
Degam,21.71027778,69.60555556,0.007302953,0.002982709,0.038742059,0.04550979,0.008006783,0.000530891,0.014587489,1.142333364,1.788546145,0.262804765,0.084688269,0.047272341,0.16034878,0.009123902,0.003264253,0.531001676,0.042800371
Ambala,21.71111111,71.84166667,0.006302812,0.001648266,0.02596952,0.024324076,0.005197732,0.000593318,0.010518685,1.033060831,2.088498141,0.158985214,0.053344799,0.036876508,0.107866007,0.005219265,0.002532955,0.280434515,0.022867973
